# r(1) ntot(2) grad2ntot(3) laplntot(4) tauk(5) tautf(6)  ptot(7) qtot(8) z(9) denstest(10) Fvw(11) vp(12) Fmggaus(13) Fcurvefit(14) divgradgrad2(15) divgradlapl(16) Har-dep-ind(17) vesp(18) Fmggapc(19) vpstitch4(20) vpts(21)  FxcPW91lb(22) FxcPW91lda(23) Fs1(24)  Fvw_ts(25) Fs(26) vxlda(27)  vcpw91(28) vw(29) Vresp(30) taupusbigZ(31) taurespts(32) Fpauli(33) FgeapauliusbigZ(34) zusbigZ(35) FmggausbigZ(36) FbigZnuc(37) 
0.003125 3.482431644832802 194.0291325767351 -8870.042843520565 6.964570686920981 22.97239397472688 0.181902785340131 -28.958810909995787 -64.62239874123529 3.482431644832802 0.3031713089002183 -1.808174937774563e-08 -63.31922743233507 0.0 -9027.819942815127 -40064487.075224735 0.006983971085592407 -636.6876280337874 0.3031713089002183 1.5362695278225723e-05 -0.3164356730788995 -0.3636312751436076 -0.20398336169800954 53.77730135469881 96.83254100888618 5.738665344918559 -1.1194703383388198 -2.399502515868697 638.7706948765772 0.0 -1891.5427509193614 1227.3268176147074 53.474130045798596 -82.33981852306492 -83.33981852306492 0.30317131099884465 0.13632105125903382
0.0032021875 3.481356631653367 193.91023301647272 -8638.008130537273 6.962452223634184 22.9605760423312 0.18194105018242668 -28.21578206905121 -62.97128022779147 3.481356631653367 0.30323508363737783 7.777286535837282e-09 -61.66804514415409 0.0 740.9289292054907 -1187049.3924497257 0.007155422656371382 -621.2606774076887 0.30323508363737783 1.659347938731391e-05 -1.3546236157668545 -0.36357143823211413 -0.2038933552711066 52.54780889313094 94.35584198047475 5.67981802510566 -1.1193551344291508 -2.398614776888094 622.30466856881 0.0 -1841.6813626169394 1194.8495821920649 52.244573809493566 -80.21059050180313 -81.21059050180313 0.30323508655639086 0.13638482716372624
0.00328128153125 3.480255411047464 193.7859335264539 -8430.628196209234 6.960190785375315 22.94847252635878 0.1819778843545163 -27.55290636400447 -61.49827767460923 3.480255411047464 0.30329647392419384 -3.969691356391473e-09 -60.194981200685035 0.0 -467.00168132809614 2295673.8005117015 0.007331056890983931 -606.2055877661712 0.30329647392419384 1.7804585592385605e-05 -0.999268262543751 -0.36351206760324917 -0.20380391986452503 51.25666150140887 92.14631768727243 5.530176698153509 -1.1192370974047248 -2.3977181595324533 607.6040376631599 0.0 -1797.1190947530179 1165.82418902892 50.953365027484686 -78.31105502507123 -79.31105502507123 0.3032964776308228 0.1364462177817518
0.00336232918507 3.4791273528350923 193.66026905996944 -8219.737386112269 6.95793260928113 22.93607668525491 0.18201716091603126 -26.878193355306554 -59.99897362055683 3.4791273528350923 0.30336193486005214 2.283236003809611e-09 -58.69561168569678 0.0 -944.5363914863544 -563930.7377162883 0.007510974524756394 -591.5133955564442 0.30336193486005214 1.9161186874294625e-05 -1.26382348324114 -0.36345457762875666 -0.20371506909788048 50.037433139842605 89.8973397858819 5.425351151140357 -1.1191161579058655 -2.3968216982688806 592.6463937714718 0.0 -1751.8025376225044 1136.3074685254837 49.73407120498255 -76.37760204859704 -77.37760204859704 0.3033619379132818 0.13651167952584853
0.00344537871594 3.477971823177143 193.52280692158715 -8015.186341767012 6.95530386032482 22.923381747774535 0.18204915684369988 -26.22383478349071 -58.544890862340395 3.477971823177143 0.3034152614061665 -1.434610787330354e-09 -57.24147560093423 0.0 -360.8945022583548 -642620.8265411872 0.007695278662945301 -577.1753532885755 0.3034152614061665 2.0612032064906704e-05 -1.4320435071095972 -0.3633955016451717 -0.2036268166672398 48.84158859998934 87.71619787304186 5.316988760521636 -1.118992246076418 -2.395902246490177 578.1392120279561 0.0 -1707.8484417220536 1107.678470160286 48.53817333858318 -74.50246479832131 -75.50246479832131 0.30341526511933503 0.13656500677728234
0.00353047957023 3.476788181396118 193.3815023501009 -7818.629467511 6.952591456332368 22.91038087847563 0.18208142823593718 -25.595262391043306 -57.14811113303837 3.476788181396118 0.3034690470598953 9.67019292709347e-10 -55.84464208597848 0.0 -252.3543162251089 205103.73264447087 0.007884074831800125 -563.1829243275663 0.3034690470598953 2.214679441802416e-05 -1.3761570568311754 -0.36333757670727873 -0.20353917641881183 47.65988191158071 85.62101035053756 5.196403436748419 -1.1188652912185406 -2.3949775542912684 564.2017448250264 0.0 -1665.6127250357135 1080.1688495209653 47.35641286452082 -72.70122368854031 -73.70122368854031 0.3034690512735788 0.13661879327431814
0.00361768241561 3.475575747825831 193.2385905880085 -7626.082869107622 6.949876960815983 22.897066825171954 0.18211617277136924 -24.97945346232252 -55.779698320378 3.475575747825831 0.30352695461894874 -6.718374516886121e-10 -54.47617136575906 0.0 -382.15289436194166 57253.840690660225 0.008077471008055741 -549.527777815469 0.30352695461894874 2.3801821818347692e-05 -1.374026881138775 -0.3632816176855723 -0.2034521630812872 46.51016199119487 83.56837182902733 5.082262745910743 -1.1187352183384505 -2.394052674047648 550.5478036083778 0.0 -1624.2392394624876 1053.2208760410479 46.206635036575925 -70.93656370329826 -71.93656370329826 0.30352695924460216 0.13667670159398804
0.00370703917128 3.4743338331411366 193.09187563057233 -7437.950454916375 6.947082697304534 22.883432241794598 0.18215141740156182 -24.377736618542315 -54.442601992911165 3.4743338331411366 0.30358569566926974 2.529188877069951e-10 -53.139016297241895 0.0 -321.55200781837476 -92011.456915389 0.008275577694490199 -536.2017837011954 0.30358569566926974 2.5581838607411433e-05 -1.3884127953247116 -0.36322694246909326 -0.20336579159878074 45.38925688192425 81.56270775747701 4.971986535979475 -1.1186019512851415 -2.393122788513563 537.2064936943842 0.0 -1583.8147132299525 1026.8910924643112 45.08567118625497 -69.21228845807723 -70.21228845807723 0.3035857008199587 0.13673544394709736
0.00379860303881 3.4730617310925997 192.94224817922623 -7254.6957320352785 6.944241965467991 22.86946960920884 0.18218809839481842 -23.791639648850996 -53.14021862469824 3.4730617310925997 0.3036468306580307 -5.7132666095031583e-11 -51.83657179404021 0.0 -309.60294698199027 38922.59997425389 0.008478507969976562 -523.1970079113779 0.3036468306580307 2.74907784776403e-05 -1.3779065260766856 -0.36317391414736416 -0.20328007729730152 44.293733617264365 79.60911232682801 4.862715390836551 -1.1184654119648803 -2.392189958988572 524.2112913442897 0.0 -1544.4388132051247 1001.2443987947786 43.990086786606334 -67.53277796102566 -68.53277796102566 0.3036468364838347 0.1367965798764983
0.00389242853387 3.471758719109328 192.78931893061068 -7075.6723860910415 6.941342073604907 22.855171242499217 0.1822259479033335 -23.219052849187868 -51.867859587681686 3.471758719109328 0.3037099131722225 2.647835690106555e-12 -50.564149674509466 0.0 -317.87810810216956 -3334.410713021149 0.00868637754657033 -510.50570761817517 0.3037099131722225 2.9543483275344064e-05 -1.381161017632735 -0.3631224641637774 -0.20319503587204 43.22552229734555 77.70055274379845 4.756992708916573 -1.1183255203991567 -2.3912533948986736 511.51579999544117 0.0 -1505.972621295178 976.1903146197932 42.92181238417332 -65.89198590185228 -66.89198590185228 0.3037099192744578 0.13685966384316783
