# r(1) ntot(2) grad2ntot(3) laplntot(4) tauk(5) tautf(6)  ptot(7) qtot(8) z(9) denstest(10) Fvw(11) vp(12) Fmggaus(13) Fcurvefit(14) divgradgrad2(15) divgradlapl(16) Har-dep-ind(17) vesp(18) Fmggapc(19) vpstitch4(20) vpts(21)  FxcPW91lb(22) FxcPW91lda(23) Fs1(24)  Fvw_ts(25) Fs(26) vxlda(27)  vcpw91(28) vw(29) Vresp(30) taupusbigZ(31) taurespts(32) Fpauli(33) FgeapauliusbigZ(34) zusbigZ(35) FmggausbigZ(36) FbigZnuc(37) 
0.000347222222222 3771.971629184068 18435290685.564747 -776627748.9299353 636985.9642988292 2624314.9269884834 0.13967763887432422 -22.195156751475036 -49.529500394202785 3771.971629184068 0.23279606479054038 111.87864807208648 -48.29670432941224 0.0 193066.0850634553 885605223.700743 0.0008874983202154228 -51770.38291559253 0.23279606479054038 428798.1249090153 -156.3300785478932 -0.030911726959137412 -0.016947480010189243 41.24972002545968 74.21665190304064 4.531493056789663 -11.496735236521733 -21.50717441518408 51635.56001145982 104.9709141105582 -165004787.96136138 107051653.22785683 41.01692396066914 -62.875376070322325 -63.875376070322325 0.23279607249731626 0.27201036404083434
0.000355798611111 3770.807341099654 18423635590.709007 -758160530.1204767 636792.5207588493 2622964.9945064825 0.13970429555808087 -21.678535503953412 -48.38149266887141 3770.807341099654 0.23284049259680145 111.88191400464638 -47.14865217627461 0.0 -40765.3563227043 61343638.12664667 0.0009093362765139159 -50520.79967110274 0.23284049259680145 428577.75613418594 -115.20833324283012 -0.03091493426308179 -0.016948177736678036 40.226339235818635 72.49462550577485 4.406314162350971 -11.49555222220583 -21.50498153249518 50427.0963193924 104.97091139527053 -161036786.7023523 104467118.82233348 39.993498743221835 -61.39494314244623 -62.39494314244623 0.2328405010165615 0.27205479243315234
0.000364586836806 3769.614671815715 18411942733.935986 -739373987.458236 636599.6264373888 2621582.4435621416 0.13973345576523025 -21.152510078614757 -47.21259047953684 3769.614671815715 0.23288909294205043 111.88452474838257 -45.97970138659479 0.0 -26312.651143415478 -45084317.48649017 0.0009317094797158158 -49301.337154332985 0.23288909294205043 428352.08187100297 -125.75989455666422 -0.030918321958070524 -0.01694891936683825 39.259686729953195 70.7412560216579 4.316535341281854 -11.494340117693591 -21.502804798316575 49197.080064574635 104.9709085429245 -157000190.18808025 101837901.20974466 39.02679763701115 -59.88756545636317 -60.88756545636317 0.23288910214544667 0.2721033934579753
0.000373592131675 3768.3929390670746 18399820428.43996 -721257398.5661926 636398.8367698046 2620166.5043686726 0.13976221541558895 -20.64536921690724 -46.08565339374289 3768.3929390670746 0.23293702569264826 111.88765887972181 -44.85271636805024 0.0 -12620.183028215477 4413484.122675183 0.0009546309438172165 -48111.26931703228 0.23293702569264826 428120.9660818154 -121.67168390865845 -0.030921775191970518 -0.016949705988894854 38.30723678220093 69.05083441538345 4.219729313838594 -11.493098210995258 -21.500561611363853 48011.09819473499 104.97090554637236 -153107607.61928403 99302498.2244986 38.07429975650828 -58.43430460010983 -59.43430460010983 0.23293703575922398 0.27215132682237
0.000382819857327 3767.1414437155468 18387623526.711807 -703581468.5490043 636194.2481896428 2618716.388790096 0.1397933375320905 -20.150563217560023 -44.98613061314389 3767.1414437155468 0.2329888958868175 111.88925386025437 -43.75314171725707 0.0 -20807.261735172422 11860141.314364038 0.0009781139939231752 -46949.88761186625 0.2329888958868175 427884.28371594346 -117.42475607630331 -0.030925407164696286 -0.01695053871974364 37.377586368652075 67.40153295442022 4.125094950311636 -11.491825771895668 -21.498327899478905 46853.96118368943 104.97090250177207 -149309771.70474097 96828810.53151543 37.14459747276526 -57.0163964085188 -58.0163964085188 0.2329889068863913 0.2722031978009267
0.000392275507803 3765.859465142091 18375172179.645195 -686255087.773799 635985.127325746 2617231.285067681 0.13982552823571429 -19.66548844066104 -43.90823435441078 3765.859465142091 0.23304254705952382 111.89066989854862 -42.675191807351254 0.0 -22885.133801160737 -2681917.8062341576 0.0010021722730356795 -45816.50057074855 0.23304254705952382 427641.90488021943 -118.36748385741521 -0.030929167924061078 -0.016951418712196017 36.47356833918748 65.78467068259631 4.035996473800745 -11.490522047210066 -21.496066043661557 45719.629152934795 104.97089961744504 -145587094.44405743 94404082.62069458 36.24052579212796 -55.62637710877454 -56.62637710877454 0.23304255923485528 0.27225684987833243
0.000401964712846 3764.546273176484 18362379277.55151 -669358373.3302355 635770.4544714489 2615710.3717076476 0.1398581962139332 -19.19244521211793 -42.8570755768753 3764.546273176484 0.23309699368988868 111.89237650089639 -41.62397858318541 0.0 -20071.186821407093 -1347520.074435171 0.0010268197504397507 -44710.43339327686 0.23309699368988868 427393.69537953305 -118.5008924553913 -0.03093303581700613 -0.016952347136811666 35.59084690058218 64.20791436741632 3.948544952754412 -11.489186272854807 -21.493758076270513 44613.426258897736 104.9708968398298 -141956792.82546884 92039531.09830375 35.35774990689229 -54.270837612955354 -55.270837612955354 0.2330970070131817 0.2723112975116745
0.000411893241253 3763.2011193022877 18349290979.560913 -652876302.7054971 635550.4225717096 2614152.807357842 0.1398917656448312 -18.731010124998228 -41.83171400465507 3763.2011193022877 0.23315294274138532 111.89399021700503 -40.598561061913685 0.0 -20317.358447621842 1536983.318356268 0.0010520707284813636 -43631.02754492986 0.23315294274138532 427139.51930018305 -118.153427836638 -0.03093703010334325 -0.016953325195586358 34.729104514117346 62.66985335940215 3.862898425059375 -11.487817664843885 -21.491414388092235 43534.365531481315 104.97089417864998 -138415640.84161183 89733053.57054628 34.49595157137596 -52.948565383027585 -53.948565383027585 0.23315295754573406 0.2723672476924228
0.000422067004312 3761.823237807337 18335876871.501232 -636783472.4980348 635324.7983846971 2612557.7322132136 0.13992607953921424 -18.28046126923061 -40.830545160570566 3761.823237807337 0.23321013256535708 111.89568891239364 -39.59733502800521 0.0 -19965.435259516977 -602602.6735503477 0.001077939850346391 -42577.640364732935 0.23321013256535708 426879.23810693563 -118.36063959038438 -0.030941146716485173 -0.016954354120368605 33.88848393089413 61.168081030000735 3.7796683485760236 -11.48641542039297 -21.489029084933502 42480.76875422749 104.97089163356438 -134958178.4085215 87481094.02673748 33.65527379832877 -51.65749133290633 -52.65749133290633 0.23321014881620117 0.2724244389053474
0.000432492059318 3760.4118452747966 18322137113.768486 -621082980.0553204 635093.5004030444 2610924.267502032 0.1399612154617189 -17.84089415535404 -39.85378140517449 3760.4118452747966 0.2332686924361982 111.89742053776028 -38.62051271273829 0.0 -19208.679460161457 -20565.93926551166 0.0011044421078434858 -41549.64468300659 0.2332686924361982 426612.7097087326 -118.28029033310304 -0.03094539108311486 -0.0169554351738367 33.06795115645608 59.70291587694967 3.6982662766506493 -11.484978717332947 -21.486602792183024 41452.85099546567 104.97088920432772 -131585072.25116141 85284086.69579074 32.83468246401988 -50.39788931796697 -51.39788931796697 0.23326871032917185 0.272483000086293
